workerid	proliferate.condition	response	sentence	slide_number_in_experiment	tgrep_id	error
25	condition1	['No', False]	and, you know, maybe do some, but not all free lance type work at home.	15	97813:26	
25	condition1	['Yes', False]	but, the thing is too, maybe they need more of a, i don't know, more of a expert types to, to be on some, but not all of these jury cases because most time you just pick, you know, joe blow or whoever and a good citizen or whoever an-, and call them in.	16	171296:110	
25	condition1	['No', False]	there are just some, but not all people that i, you know,	17	24443:14	
25	condition1	['No', False]	what are some, but not all of your favorite foods .	18	23630:11	
25	condition1	['No', False]	i've even had some, but not all of them,	19	1177:17	
25	condition1	['Yes', False]	in fact, i was going  to go out today  to buy some, but not all plants so i could put them in,	20	71540:47	
25	condition1	['No', False]	cause i did some, but not all teaching part-time	21	37768:13	
25	condition1	['No', False]	i've got some, but not all onions  out, tomatoes,	22	70670:14	
25	condition1	['Yes', False]	well, and some, but not all people use one credit card  to pay for another credit card they own,	23	7100:11	
25	condition1	['Yes', False]	i'm into, uh, some, but not all industrial music that 's, a, a bit even harder than that.	24	161281:21	
25	condition1	['No', True]	but i think that at some, but not all times it can be the right thing to do	25	106437:19	
30	condition1	['Margaret', 'Margaret']		1	bot_check	
30	condition1	['Yes', '']		3	example1	
30	condition1	['No', '']		4	example2	
30	condition1	['No', False]	i wonder if a judge didn't have control of that if some, but not all of that would change, you know.	6	59953:42	
30	condition1	['Yes', False]	and, you know, for some, but not all  for some, but not all young men, that's good.	7	168982:36	
30	condition1	['Yes', False]	and some, some of the people, uh, some, but not all of the higher dollars lawyers and stuff downtown too, are picking up some of those great big houses,	8	67111:45	
30	condition1	['No', True]	like i do some, but not all volunteer work here and there,	9	15216:13	
30	condition1	['No', False]	uh, in dallas, some, but not all of the major problems, uh,	10	129179:18	
30	condition1	['No', False]	i mean, there are a lot of kids who when they're ten   look like they're twelve, or fourteen or, and, and, especially some, but not all of the minority children. whether, you know a racist or not,	11	42645:119	
30	condition1	['No', False]	i think i'd look for a home where they got a lot of attention  and, uh, where they did some, but not all things  to try  to keep them, um, mentally alive . and where there was, uh, caring and compassionate, where there were caring and compassionate people, uh, operating it .	12	169857:78	
30	condition1	['No', False]	you know, you watch some, but not all of the cartoons,	13	35085:21	
30	condition1	['No', True]	the elections where they have that topic  seem  to be a little bit better  attended than some, but not all of the other ones.	14	7526:63	
30	condition1	['No', False]	they'll help you, recycle, because we, there is some bins, like behind wal-mart, that  take some, but not all things.	15	20734:79	
30	condition1	['No', False]	even some, but not all of the immediate things that i need  to know, i don't know it until the next hour	16	175399:7	
30	condition1	['Yes', False]	i've, i've seen some, but not all of them on repeats.	17	9797:33	
30	condition1	['No', False]	not enough stories with some, but not all substance that you can really get into .	18	127761:15	
30	condition1	['No', False]	and some, but not all superficial type damage,	19	149904:6	
30	condition1	['No', False]	i've, i've heard they're, i hear you have some, but not all problems.	20	127350:66	
30	condition1	['Yes', False]	and for some, but not all of them it was just kind of, i don't know, not so much a holiday,	21	175669:10	
30	condition1	['No', False]	i, uh, have attended some seminars that  had some, but not all tapes that  went with them, but, uh, i guess not so much books although they sometimes have manuals and things,	22	2345:39	
30	condition1	['No', False]	well it sounds like you've had some, but not all good experiences with that	23	165280:27	
30	condition1	['Yes', False]	i think that might be part of the problem with some, but not all people. you know,	24	73538:38	
30	condition1	['No', False]	and they they just didn't like participate together with the others because they had some, but not all some, but not all  uh, i guess, uh, slight mental disabilities and things like that.	25	146619:59	
133	condition1	['Sarah', 'Sarah']		1	bot_check	
133	condition1	['Yes', '']		3	example1	
133	condition1	['No', '']		4	example2	
133	condition1	['No', True]	well, i guess there are some, but not all places, uh, in the north, in particular that, uh,  have a real definite way of encouraging you to recycle	6	130065:25	
133	condition1	['No', True]	and, uh, you know, i, i've, in hindsight, seen some, but not all things that i wished that, you know, i had done something about  that  was, you know, within my power or, uh, you know, wish that in some ways we, as parents, had more control over what 's happening up there, you know, type thing.	7	31180:58	
133	condition1	['No', True]	some, but not all people say oh the boys shouldn't have  to do those jobs. the inside jobs.	8	147613:4	
133	condition1	['No', True]	i-, if they could just cut out all the fat and, and get it lean, and start  addressing some, but not all of the other issues, i think  we could take care of everything. and quit  taking care of all these other countries all across the world, you know, who  just end up  using things against us later on anyway.	9	57998:87	
133	condition1	['No', False]	because some, but not all of the teachers i know  wear, uh, dress up jeans, not sloppy looking jeans but tapered jeans that they've had  dry cleaned  so they have got the crease	10	99236:8	
133	condition1	['No', True]	and they, they at least have, now they have at least some, but not all marginally marketable skills and more discipline.	11	168976:57	
133	condition1	['No', True]	i, i think, with solving some, but not all of the energy, future energy problems, we'll probably solve some of the pollution problems as well.	12	103644:40	
133	condition1	['No', True]	and i've got some broccoli, uh, onions some, some, but not all radishes and, uh, uh, beets.	13	32953:43	
133	condition1	['Yes', False]	christmas time, uh, some, but not all of our relatives would come up from alabama,	14	99956:17	
133	condition1	['No', True]	some, but not all of the changing roles of women in that respect, i have been a product of .	15	97989:5	
133	condition1	['No', True]	you know, i have done some, but not all bow hunting	16	153785:23	
133	condition1	['No', True]	well, i mean, i, i, i guess i've been in some, but not all places, you know, where the weather was just so mild, you know, places like monterey, california or, you know,	17	9455:69	
133	condition1	['No', True]	when you have the, when you have the, uh, the economy to scale and everything that a large corporation has , and you can, uh, offer some, but not all incentive	18	172589:128	
133	condition1	['No', True]	my folks and i always had a dog and a cat, some, but not all  birds,	19	139654:36	
133	condition1	['No', True]	and, um, about, i guess about when the first, when the youngest one was in kindergarten  i started  working at a preschool and, uh, you know, doing some, but not all work,	20	94976:130	
133	condition1	['No', False]	i, it, i have worked in some, but not all campaigns	21	107802:43	
133	condition1	['No', True]	and, uh, if i consider  going the used car route and save up some, but not all money, i shouldn't have too much trouble at all.	22	35565:48	
133	condition1	['No', True]	uh, and some, but not all of, some, but not all stuff that i like, uh,	23	161396:28	
133	condition1	['Yes', False]	but some, but not all of them are very rich	24	173289:7	
133	condition1	['No', True]	because i work some, but not all weird hours and do some traveling.	25	71923:14	
264	condition1	['Linda', 'Linda']		1	bot_check	
264	condition1	['Yes', '']		3	example1	
264	condition1	['No', '']		4	example2	
264	condition1	['No', True]	uh, or we'll suddenly be in the dark and say, oh, my goodness, now we don't have the ability to go on to some, but not all new technology.	6	56132:85	
264	condition1	['No', True]	but when time came  to direct their ability to make choices to develop the kinds of things that, that they're going  to need   to interact with other people , i felt like i needed some, but not all strong influence there.	7	95199:151	
264	condition1	['Yes', False]	i think that might be part of the problem with some, but not all people. you know,	8	73538:38	
264	condition1	['Yes', False]	and some, but not all people don't.	9	94784:6	
264	condition1	['No', True]	there are some, but not all definitely, some, but not all  some, but not all advantages to it.	10	30493:38	
264	condition1	['No', True]	they have some, but not all pretty nice weather out there in los angeles.	11	64564:10	
264	condition1	['Yes', False]	and in some, but not all cases if it's a long trial, the desire  of people  to get out of there and not be stuck  in there for a very long time, that people are changing their minds for the wrong reasons.	12	157516:9	
264	condition1	['Yes', False]	but, uh, there's a four o one k plan uh, for, uh, sheltering some, but not all taxable income.	13	162249:54	
264	condition1	['No', True]	i just go  to be entertained  and and not really interested in some, but not all of the, like the terminator or some, but not all of the schwarzenegger stuff.	14	43673:87	
264	condition1	['Yes', True]	but, uh, apparently for some, but not all  some, but not all crimes, it 's permissible to have six people sit in judgment.	15	151077:31	
264	condition1	['Yes', False]	well i guess this, the weather isn't as lively a topic as, uh, as some, but not all of the others we might have gotten .	16	9507:75	
264	condition1	['No', True]	they need  to have some, but not all  some, but not all young guys that  can take the lead	17	142849:33	
264	condition1	['Yes', False]	but i think that at some, but not all times it can be the right thing to do	18	106437:19	
264	condition1	['Yes', False]	these, some, but not all of these young kids you read about,  just doesn't bother them to kill someone at all	19	118955:17	
264	condition1	['No', False]	my brother had asthma and some, but not all allergies which i think he's outgrown  now,	20	60333:19	
264	condition1	['No', False]	i imagine in argentina you've got some, but not all great foods.	21	23634:28	
264	condition1	['Yes', False]	but in some, but not all cases, yes.	22	156938:9	
264	condition1	['No', True]	and maybe i'll wet a fly line this year and do some, but not all camping if i don't get laid  off between now and then.	23	60926:36	
264	condition1	['Yes', False]	and some, but not all of them, i think  unconsciously do it, you know, as a just, you know, half seni-,	24	100571:7	
264	condition1	['No', True]	i used  to do a lot of basketball and running and volleyball until i had some, but not all knee surgery last fall.	25	28734:50	
243	condition1	['Jennifer', 'Jennifer']		1	bot_check	
243	condition1	['Yes', '']		3	example1	
243	condition1	['No', '']		4	example2	
243	condition1	['Yes', True]	but i know some, but not all people can get, get, you know, carried  away with them and let them get out of hand.	6	143722:15	
243	condition1	['No', True]	and i shred up some, but not all just regular white cheese.	7	56319:15	
243	condition1	['No', True]	so, i, you know, you pick up some, but not all traits from her and stuff.	8	147477:43	
243	condition1	['No', True]	i get some, but not all of these things  in the mail that i wonder, where in the world did they get my address  or where did they get my name  .	9	13420:11	
243	condition1	['No', True]	so, we're a little fa-, you know, farther removed from like dallas and some, but not all of the areas where they probably have more of the homeless and that type of thing .	10	62502:62	
243	condition1	['No', True]	um, but i do know through some, but not all organized groups like scouts and church um, they, do still have opportunities.	11	100820:27	
243	condition1	['No', True]	this is something that  ought  to be in the schools rather than some, but not all of the other stuff they do .	12	101449:50	
243	condition1	['No', True]	i i built it  two levels and with a big toy box and some, but not all benches and, uh, a backrest and all that stuff.	13	176628:53	
243	condition1	['Yes', True]	but i guess once you get ill, then, you know, you really have some, but not all problems if you can't get around and do things.	14	23017:54	
243	condition1	['No', True]	and there are, you know, some, but not all places that  will set up you know for old newspapers and stuff.	15	107469:25	
243	condition1	['Yes', True]	i think you have to let, yo-, you got  to segregate some, but not all of it.	16	81221:70	
243	condition1	['Yes', True]	and some, but not all of these mini skirts, you know, are worse than shorts ever thought about  being.	17	127169:7	
243	condition1	['No', True]	we have, you know, used some of it for some, but not all personal things.	18	30391:38	
243	condition1	['Yes', True]	and some, but not all kids need  to be spanked  at home.	19	53913:6	
243	condition1	['No', True]	if you ever get a chance to go over to vicksburg, the battleground at vicksburg, uh, there's an area there where there was, uh, some, but not all texas, uh, groups	20	19745:104	
243	condition1	['Yes', True]	so so there is some, but not all good to it.	21	155408:25	
243	condition1	['Yes', True]	i've done some, but not all of the other speech programs,	22	2767:14	
243	condition1	['No', True]	well you might, uh, generate some, but not all yeah, you might generate some, but not all interest in it.	23	12194:43	
243	condition1	['No', True]	i, i do some, but not all sewing, mostly out of necessity.	24	135035:25	
243	condition1	['No', True]	um, you don't even have  to go all the way to new orleans, you know, if you want  to really get some, but not all good food.	25	56656:83	
184	condition1	['Margaret', 'Margaret']		1	bot_check	
184	condition1	['Yes', '']		3	example1	
184	condition1	['Yes', '']		4	example2	
184	condition1	['No', '']		4	example2	
184	condition1	['No', False]	and uh,, you know, of course i, i'm sure we have some, but not all enemies down there who  wouldn't care what  happened to us,	6	119144:63	
184	condition1	['No', False]	it ended up i got some, but not all furniture  back that one of them had moved  out or something.	7	117330:23	
184	condition1	['No', False]	uh, lot of the shows that, that i've liked  in the past, like, uh, oh, golden girls and, some, but not all of them tend  to get so risque,	8	108521:93	
184	condition1	['No', False]	well, i guess there are some, but not all places, uh, in the north, in particular that, uh,  have a real definite way of encouraging you to recycle	9	130065:25	
184	condition1	['No', False]	christmas time, uh, some, but not all of our relatives would come up from alabama,	10	99956:17	
184	condition1	['Yes', False]	and there's some, but not all  i think there's some, but not all good disney movies fixing to come out on video, uh, shipwrecked.	11	104694:41	
184	condition1	['No', False]	and then i went to colorado springs the next week  to do some, but not all training at the t i up there.	12	63076:40	
184	condition1	['No', False]	anyway, it ended up after some, but not all pretty, uh, heavy bidding, that i got all those bricks for forty dollars.	13	76223:21	
184	condition1	['No', False]	and you can see in some of the departments in some, but not all of the schools, like history at clark, they're all pretty fancy.	14	99256:38	
184	condition1	['Yes', False]	but, uh, there's a four o one k plan uh, for, uh, sheltering some, but not all taxable income.	15	162249:54	
184	condition1	['No', False]	but in some, but not all instances you're going  to put companies out of business by  taking that stance, if they have  to take it out of their own retained earnings.	16	159233:9	
184	condition1	['Yes', False]	some, but not all people like swiss, um,	17	16220:4	
184	condition1	['No', False]	here's  some, but not all rocks sitting out in the middle of a field.	18	43837:14	
184	condition1	['No', False]	we're getting some, but not all flooding.	19	53626:13	
184	condition1	['No', False]	and no one could make heads or tails out of some, but not all of them	20	56809:31	
184	condition1	['No', False]	and i've seen where some, but not all places have taken a plastic  and, uh, they're recycling them into other plastics. and the styrofoam also into insulation and things like that	21	19045:21	
184	condition1	['No', False]	and some, but not all of the countries that  were forced  in at th-, later dates is the three baltic countries, you know,  came in, in the forties,	22	19360:7	
184	condition1	['No', False]	i know there are some, but not all good places to go  camping  along the, uh, the lakes.	23	52983:20	
184	condition1	['No', False]	i've, i've heard some, but not all horrible, horrible stories about high, high school teachers	24	118769:33	
184	condition1	['Yes', False]	if you get  to watch some, but not all of these,	25	46132:24	
247	condition1	['Jennifer', 'Jennifer']		1	bot_check	
247	condition1	['Yes', '']		3	example1	
247	condition1	['No', '']		4	example2	
247	condition1	['No', True]	and, and, it's, it's limited application in some, but not all respects.	6	26291:55	
247	condition1	['Yes', False]	you know some people on the case were, were a little hesitant on convicting him on some, but not all of the charges	7	66700:68	
247	condition1	['Yes', True]	and that, oh, i guess, ranges anywhere from, uh, carpentry work to, um, um, some, but not all types of furniture and, um, oh, i don't know what you would call them, knickknacks, i guess, stuff you hang  on the wall  to put a mirror on	8	8866:65	
247	condition1	['Yes', False]	at least some, but not all companies.	9	172656:9	
247	condition1	['Yes', False]	we, we had some, but not all friends over as recently as saturday night	10	109040:25	
247	condition1	['Yes', False]	well, because some, but not all people, uh, want  to train them as,	11	161045:13	
247	condition1	['No', False]	we drive by some, but not all houses  everyday that  have big signs,	12	113475:14	
247	condition1	['No', False]	but i do know that there are some, but not all wonderful places out there	13	90144:26	
247	condition1	['No', True]	even some, but not all of that i like  okay but not, mostly, as a general rule,	14	148355:8	
247	condition1	['No', False]	to g-, to give you some, but not all perspective, this, this town that i had lived in  for sometime in nineteen eighty-three was funded  sixty-five per cent by state funds.	15	71222:34	
247	condition1	['No', False]	and it's a brick house, with, uh, some, but not all wood.	16	81802:32	
247	condition1	['No', False]	and i had some, but not all time off in the afternoon,	17	111758:13	
247	condition1	['Yes', False]	some, some, but not all local communities are very active in that, uh, in that respect	18	165858:16	
247	condition1	['No', False]	i imagine in argentina you've got some, but not all great foods.	19	23634:28	
247	condition1	['No', False]	it, it's, as much as you want, you know torn up and, and rice and cream of chicken soup and some, but not all mayonnaise and lemon juice and celery	20	102005:100	
247	condition1	['Yes', False]	there are some, but not all kurds living in iran.	21	54373:11	
247	condition1	['Yes', False]	and, uh, i have some, but not all friends that  live down there.	22	56683:20	
247	condition1	['No', False]	uh, i got in some, but not all problems with, uh, financial problems because of credit cards	23	145355:18	
247	condition1	['No', False]	but in some, but not all instances you're going  to put companies out of business by  taking that stance, if they have  to take it out of their own retained earnings.	24	159233:9	
247	condition1	['Yes', False]	that would provide, uh, possibly some relief there to utilize some, but not all of the property taxes for other things, see.	25	88001:41	
193	condition1	['Susan', 'Susan']		1	bot_check	
193	condition1	['Yes', '']		3	example1	
193	condition1	['No', '']		4	example2	
193	condition1	['No', True]	even with my gas card you know, i find that i'll go in  to get some, but not all gas	6	145433:59	
193	condition1	['No', True]	i've done some, but not all cross, um, cross stitch,	7	38936:13	
193	condition1	['Yes', False]	and some, but not all people would get military service	8	50719:6	
193	condition1	['Yes', False]	i guess what, the other benefits that, uh, that i, uh, that i miss, i guess is, uh, you know, some, but not all of the bonuses and stuff that that  goes on with just being involved  with a big company, you know	9	145945:125	
193	condition1	['No', True]	really there could be, um, some, but not all scandals involved, if, you know, it wasn't people that  were really fair and le-, you know, in a legal way or something,	10	6720:24	
193	condition1	['Yes', False]	and some, but not all of them fizzled out	11	4528:7	
193	condition1	['Yes', False]	uh, some, but not all of that unfortunately is legal.	12	126455:10	
193	condition1	['No', True]	there's got  to be some, but not all backup to say that	13	95804:23	
193	condition1	['Yes', False]	these, some, but not all of these young kids you read about,  just doesn't bother them to kill someone at all	14	118955:17	
193	condition1	['Yes', False]	and, uh, we're looking at, uh, some, but not all just four door, five passenger sedans as well.	15	162002:32	
193	condition1	['Yes', False]	well, i, i feel in light of some of the accidents and so forth that  have happened lately, that i think there are some, but not all occupations that they should, such as the health field, the transportation field, uh,	16	95645:100	
193	condition1	['No', False]	i guess we're going  to have a lot of parades  this weekend in honor of these guys that  are, that  did some, but not all stuff over in the gulf.	17	85881:104	
193	condition1	['Yes', False]	and some, but not all kids need  to be spanked  at home.	18	53913:6	
193	condition1	['No', True]	it would be an interesting, it  would be even more interesting you, you to be some, but not all of these people who  are at the other end of the spectrum.	19	43046:79	
193	condition1	['No', False]	and, of course, you have some, but not all savings in terms of taxpayer money  keeping people in jail or not.	20	174581:22	
193	condition1	['No', False]	i don't know who  played when and who  does what like some, but not all guys are.	21	123916:50	
193	condition1	['Yes', True]	and there's some, but not all pretty decent campgrounds although, i don't think raleigh, i don't think the state of north carolina takes,	22	47226:12	
193	condition1	['Yes', False]	and we found that if it's in a certain part of texas, some, but not all people come,	23	94526:45	
193	condition1	['Yes', False]	and in fact, some of these things i get, some, but not all of these questionnaires,	24	13424:44	
193	condition1	['No', True]	it, it's, as much as you want, you know torn up and, and rice and cream of chicken soup and some, but not all mayonnaise and lemon juice and celery	25	102005:100	
110	condition1	['Elizabeth', 'Elizabeth']		1	bot_check	
110	condition1	['Yes', '']		3	example1	
110	condition1	['Yes', '']		4	example2	
110	condition1	['Yes', '']		4	example2	
110	condition1	['Yes', '']		4	example2	
110	condition1	['No', '']		4	example2	
110	condition1	['Yes', True]	and i did some, but not all of that.	6	38898:13	
110	condition1	['Yes', True]	i guess some of the best things i've ever had, um, i, some, but not all of them were just hors d'oeuvres, you know.	7	87654:69	
110	condition1	['No', True]	it's, some good, some, but not all bad, uh,	8	97106:20	
110	condition1	['Yes', True]	i think that maybe that's why some people do it  is, uh, to see the other cultures or, you know and some, but not all of that.	9	15261:95	
110	condition1	['Yes', True]	and some, but not all of the people, uh,	10	72763:7	
110	condition1	['No', True]	goodness gracious, if we would, uh, plan our expressways a little better, that ten dollars for the bridges and the roads, we'd cut that in half and get some, but not all teachers	11	29208:96	
110	condition1	['Yes', True]	i would like  to be a little more into investigating some, but not all of the other countries in the world and their educational problems. and to come up with something a little better than what we've got .	12	65910:42	
110	condition1	['No', True]	but one of the things that i do  when i've got some spare time  is i do some, but not all woodworking.	13	8865:67	
110	condition1	['No', False]	and so. but i know some, but not all of the other services do not think that women are capable of  doing the job.	14	96866:33	
110	condition1	['Yes', False]	but from talking to people in other districts there are some, but not all major problems, uh, with dropouts.	15	101025:37	
110	condition1	['No', False]	at new years, we had some, but not all people come in and, uh, like attack one of the planes. because they were protesting, uh, the presence over in the persian gulf.	16	84530:21	
110	condition1	['Yes', True]	this is something that  ought  to be in the schools rather than some, but not all of the other stuff they do .	17	101449:50	
110	condition1	['Yes', False]	but we may have  to give up on some, but not all  some, but not all things.	18	72488:43	
110	condition1	['Yes', False]	i know some, but not all people who  just,	19	48582:11	
110	condition1	['No', True]	i think at each wal-mart, they had some, but not all recycling dumpsters and things like that, which  now,	20	163122:31	
110	condition1	['Yes', False]	i mean a lot of, a lot of people as kids or, you know, young people get into some, but not all things that they get out of  later on	21	169818:78	
110	condition1	['No', False]	next year i was planting some, but not all broccoli and, and some of those, they're called  cabbage,  cabbage loppers, or whatever.	22	32577:19	
110	condition1	['Yes', True]	well, i think in a way, though, uh, uh, i also have, uh, an opposite point of view, which  is, uh, although i believe we should, uh, permit, uh, you know, constant immigration into this country uh, i think we should, uh, primarily for economic reasons, i think we should have, um, some, but not all quotas,	23	20142:232	
110	condition1	['No', True]	some, but not all of them, they used  to be a hundred dollars,	24	16415:5	
110	condition1	['No', False]	i know there are some, but not all good places to go  camping  along the, uh, the lakes.	25	52983:20	
130	condition1	['Jessica', 'Jessica']		1	bot_check	
130	condition1	['Yes', '']		3	example1	
130	condition1	['Yes', '']		4	example2	
130	condition1	['No', '']		4	example2	
130	condition1	['No', True]	so, uh, we got, we, we put dirt in the hole and then put some, but not all chicken wire around it, you know, so that he couldn't get out.	6	61752:73	
130	condition1	['No', True]	um, i have some, but not all spiro gyro tapes.	7	148529:15	
130	condition1	['Yes', True]	well you might, uh, generate some, but not all yeah, you might generate some, but not all interest in it.	8	12194:43	
130	condition1	['Yes', False]	i have got some, but not all of those too,	9	142141:14	
130	condition1	['No', True]	i was up, i was up there cutting some, but not all firewood this weekend,	10	123797:41	
130	condition1	['No', False]	i've always wanted  to go back and read some of my literature texts from college um, because i enjoyed some, but not all of those stories so much,	11	38641:72	
130	condition1	['No', True]	i just remember they had some, but not all funny stories,	12	41566:22	
130	condition1	['Yes', True]	but that has a little bit  to do with some, but not all of the things that i read .	13	38581:37	
130	condition1	['Yes', True]	so, i, you know, you pick up some, but not all traits from her and stuff.	14	147477:43	
130	condition1	['No', True]	and this would give them a chance  to have some, but not all positive self-esteem.	15	55933:33	
130	condition1	['No', True]	that's some, but not all cold golf too, isn't it.	16	122893:11	
130	condition1	['No', False]	once you get into some, but not all of the programs that  are out now, you can do so much  with them, that you don't do  until you really make yourself use them.	17	48532:18	
130	condition1	['Yes', False]	when i was, a couple of years ago, involved in some, but not all pretrial stuff  and	18	174196:39	
130	condition1	['Yes', False]	and some, but not all of the countries that  were forced  in at th-, later dates is the three baltic countries, you know,  came in, in the forties,	19	19360:7	
130	condition1	['Yes', False]	there's some, but not all men out there that  are more feminine than most women.	20	96886:11	
130	condition1	['No', True]	my, my wife and i, we planted on the, on the south side of our, of our house we planted some, but not all gardenias.	21	18547:110	
130	condition1	['Yes', True]	marinated in olive oil and some seasoning, um, and cooked with some olives and some, and some, but not all prunes, uh,	22	109067:60	
130	condition1	['No', True]	i've, i've heard they're, i hear you have some, but not all problems.	23	127350:66	
130	condition1	['Yes', False]	i have some, but not all friends of mine who  use quicken	24	155027:11	
130	condition1	['No', True]	and save you some, but not all money too.	25	112498:14	
101	condition1	['Sarah', 'Sarah']		1	bot_check	
101	condition1	['Yes', '']		3	example1	
101	condition1	['No', '']		4	example2	
101	condition1	['No', True]	and probably some, but not all yogurt was in there.	6	108975:9	
101	condition1	['Yes', False]	and some, but not all people don't.	7	94784:6	
101	condition1	['Yes', False]	unfortunately the rangers don't spread it around quite as big as some, but not all of the other teams do.	8	10235:39	
101	condition1	['Yes', True]	and i'll take some, but not all time and do that with her.	9	140921:16	
101	condition1	['No', True]	and, uh, we've got some, but not all plum trees and some apple trees and some tomato and some blackberries and strawberries.	10	134426:23	
101	condition1	['Yes', True]	what  are some, but not all of your things you like  to do .	11	8885:15	
101	condition1	['No', False]	that's just a matter of defining priorities, i guess or some, but not all priorities anyway.	12	362:44	
101	condition1	['No', False]	and, uh, we've got some plum trees and some, but not all apple trees and some tomato and some blackberries and strawberries.	13	134426:32	
101	condition1	['No', False]	once you get into some, but not all of the programs that  are out now, you can do so much  with them, that you don't do  until you really make yourself use them.	14	48532:18	
101	condition1	['Yes', False]	and some, but not all people don't vote,	15	56897:6	
101	condition1	['No', False]	well, i, i, i think we did, i think we did learn some, but not all lessons that we weren't, uh, we weren't prepared for,	16	175724:80	
101	condition1	['No', True]	but i found that, uh, it was made  of some, but not all material which  actually ended up  rusting uh, after,	17	171344:39	
101	condition1	['No', False]	now, they've been able  to get some, but not all good players and come around	18	45790:32	
101	condition1	['Yes', False]	and then some, but not all of them are done  in, you know, purely metric.	19	63606:10	
101	condition1	['No', False]	and, uh, when i seen some, but not all of my friends that  have taken that six week old baby, you know, to someone else, it's just, i can imagine how emotional it must be .	20	73491:25	
101	condition1	['No', True]	well, i do think with working parents it is, i mean, there are some, but not all real issues here. um, that i think, um,	21	157934:65	
101	condition1	['No', False]	um, i have some, but not all spiro gyro tapes.	22	148529:15	
101	condition1	['No', False]	but i just would rather have, uh, a man  doing some, but not all of these jobs than a woman.	23	96882:42	
101	condition1	['No', False]	but some, but not all of the different things we're doing, uh there's just not a time, enough time to do it all	24	102998:7	
101	condition1	['No', False]	they always want  to be able  to, uh, do some, but not all brain draining.	25	176952:43	
152	condition1	['linda', 'Linda']		1	bot_check	
152	condition1	['Yes', '']		3	example1	
152	condition1	['No', '']		4	example2	
152	condition1	['Yes', False]	and he, he likes some, but not all of the new groups like shenandoah,	6	12998:28	
152	condition1	['No', True]	um, it takes some, but not all  it  takes some, but not all dedication to do it,	7	2100:38	
152	condition1	['Yes', False]	i, i think there are some, but not all areas where we, where we, uh, pretty well, you know, get our money's worth,	8	116252:35	
152	condition1	['No', False]	so we've been able  to do some, but not all real creative, uh, load hauling when called upon  .	9	164095:28	
152	condition1	['No', True]	so i just cut the leaves off and transplant and put some, but not all other plants down. because i want them to come back up next year.	10	84152:34	
152	condition1	['Yes', False]	and some, but not all of them fizzled out	11	4528:7	
152	condition1	['Yes', False]	and, um, i think that if we had enough money and paid the teachers a little bit more, that maybe that could solve some, but not all of our problems.	12	118734:78	
152	condition1	['Yes', False]	and that is that some, but not all of the organizations sell their mailing lists which i think  is a, is an invasion of privacy.	13	13411:17	
152	condition1	['No', False]	and they said, bring some, but not all tapes with you.	14	39035:20	
152	condition1	['No', True]	but some, but not all things, especially letters, if they suggest certain colors for letters, i just go with whatever i want  to .	15	30001:7	
152	condition1	['No', True]	we, we were trying  to find some, but not all pictures of him recently.	16	61538:39	
152	condition1	['Yes', False]	my son and i used  to have a bet  going about some, but not all of the players that  had moved from here to minnesota,	17	124500:45	
152	condition1	['Yes', False]	some, but not all states they pay, uh,	18	71321:4	
152	condition1	['No', True]	uh, we also have some, but not all two year college.	19	25010:18	
152	condition1	['Yes', True]	i know some, but not all friends who  went  to see it.	20	43407:11	
152	condition1	['Yes', False]	and some, but not all of the people that  work there have told me that when they have inspectors coming  they, you know, shut down everything and they clean up their act, but on a normal basis that they're, that they're dumping things, that they're not supposed  to be dumping,	21	61000:7	
152	condition1	['Yes', True]	in some, but not all of those, you know, they, i guess they retitled some movies that  were going  to be about lebanese and, and, you know, and, and americans	22	31080:8	
152	condition1	['No', True]	uh, what, what are some, but not all of the shows that you have been able  to rent   though.	23	122421:31	
152	condition1	['No', False]	uh, some, but not all countries voting is obligatory.	24	56842:9	
152	condition1	['No', True]	well, you should, you should have some, but not all opinions on that, then.	25	161183:38	
137	condition1	['Barbara', 'Barbara']		1	bot_check	
137	condition1	['Yes', '']		3	example1	
137	condition1	['No', '']		4	example2	
137	condition1	['No', True]	that's enough to, uh, do some, but not all boating	6	99831:29	
137	condition1	['No', True]	i've been trying  to do some, but not all bibs for him. and, uh, work on his christmas stocking.	7	5156:27	
137	condition1	['Yes', True]	it's, some, but not all good, some bad, uh,	8	97106:13	
137	condition1	['Yes', False]	well, uh, but i do realize that, that is realistic for some, but not all people,	9	71046:43	
137	condition1	['No', True]	they've had some, but not all terrible problems with hispanics,	10	78294:14	
137	condition1	['Yes', False]	but when you get into some, but not all of these, some, but not all of health clubs where you just stand around and wait  .	11	80438:40	
137	condition1	['Yes', False]	i guess what, the other benefits that, uh, that i, uh, that i miss, i guess is, uh, you know, some, but not all of the bonuses and stuff that that  goes on with just being involved  with a big company, you know	12	145945:125	
137	condition1	['No', True]	but i wonder if there aren't some, but not all sociology courses.	13	62437:24	
137	condition1	['No', True]	uh, the state of wisconsin, as a matter of fact, uh, started some, but not all litigation against illinois because of the air pollution we were getting .	14	134101:49	
137	condition1	['Yes', False]	ninety, i would say about, oh, about ninety-five percent, no i guess may-, probably a hundred percent of them all are mostly brick, uh, with some, but not all wood.	15	81885:137	
137	condition1	['Yes', False]	some, but not all of them are interested.	16	22018:5	
137	condition1	['No', False]	uh, some, but not all of those countries were so safe, it was unreal.	17	46446:10	
